Frequency (Hz)	Level (dB)
5.383301	-34.878716
10.766602	-32.041138
16.149902	-30.465055
21.533203	-29.244970
26.916504	-28.000378
32.299805	-26.760254
37.683105	-25.627974
43.066406	-24.801777
48.449707	-24.978380
53.833008	-25.469168
59.216309	-26.225393
64.599609	-27.252937
69.982910	-28.368261
75.366211	-29.335693
80.749512	-30.452124
86.132812	-31.655851
91.516113	-33.019741
96.899414	-34.745819
102.282715	-36.474304
107.666016	-37.493629
113.049316	-35.869450
118.432617	-34.407475
123.815918	-34.322681
129.199219	-35.721310
134.582520	-37.361927
139.965820	-36.873371
145.349121	-35.126923
150.732422	-34.979744
156.115723	-39.170456
161.499023	-35.275558
166.882324	-26.905695
172.265625	-25.875370
177.648926	-29.042471
183.032227	-32.578381
188.415527	-35.453472
193.798828	-39.787807
199.182129	-46.641064
204.565430	-42.107639
209.948730	-36.840622
215.332031	-30.783916
220.715332	-19.880596
226.098633	-13.912918
231.481934	-15.922682
236.865234	-21.968584
242.248535	-26.352654
247.631836	-28.393103
253.015137	-29.242323
258.398438	-30.981035
263.781738	-32.562824
269.165039	-31.630547
274.548340	-27.798809
279.931641	-23.816759
285.314941	-20.201834
290.698242	-17.999485
296.081543	-18.066740
301.464844	-20.475054
306.848145	-25.679539
312.231445	-34.807434
317.614746	-44.121208
322.998047	-36.262676
328.381348	-32.037750
333.764648	-29.781393
339.147949	-29.096325
344.531250	-28.783922
349.914551	-28.526459
355.297852	-28.891867
360.681152	-32.599472
366.064453	-42.362270
371.447754	-36.563931
376.831055	-34.577694
382.214355	-34.265747
387.597656	-33.746761
392.980957	-33.267876
398.364258	-34.767509
403.747559	-38.324436
409.130859	-41.868816
414.514160	-48.633728
419.897461	-41.854042
425.280762	-35.743958
430.664062	-32.077137
436.047363	-29.582880
441.430664	-26.617859
446.813965	-22.158840
452.197266	-16.591051
457.580566	-14.047946
462.963867	-16.998661
468.347168	-24.962189
473.730469	-30.283644
479.113770	-28.002640
484.497070	-29.715279
489.880371	-32.567207
495.263672	-32.347992
500.646973	-30.793036
506.030273	-28.769085
511.413574	-25.714178
516.796875	-24.390232
522.180176	-26.054737
527.563477	-30.289858
532.946777	-33.920425
538.330078	-34.968155
543.713379	-32.799107
549.096680	-32.697315
554.479980	-32.764965
559.863281	-28.543036
565.246582	-24.871109
570.629883	-23.683054
576.013184	-23.288855
581.396484	-24.280775
586.779785	-26.904661
592.163086	-31.816942
597.546387	-40.311237
602.929688	-42.941242
608.312988	-34.558735
613.696289	-35.330135
619.079590	-36.151287
624.462891	-32.741802
629.846191	-33.489483
635.229492	-34.544189
640.612793	-36.444260
645.996094	-36.727787
651.379395	-36.986397
656.762695	-42.834106
662.145996	-39.819698
667.529297	-38.248863
672.912598	-35.328236
678.295898	-31.815201
683.679199	-30.567984
689.062500	-31.034212
694.445801	-32.148758
699.829102	-34.713882
705.212402	-38.404350
710.595703	-42.061855
715.979004	-42.248436
721.362305	-37.315388
726.745605	-34.091167
732.128906	-32.560879
737.512207	-30.499912
742.895508	-29.307558
748.278809	-29.749037
753.662109	-27.090067
759.045410	-25.001314
764.428711	-25.712109
769.812012	-29.541946
775.195312	-31.454502
780.578613	-23.416534
785.961914	-18.930838
791.345215	-16.844995
796.728516	-17.926434
802.111816	-22.659105
807.495117	-31.907478
812.878418	-37.796192
818.261719	-36.437740
823.645020	-41.225044
829.028320	-35.946030
834.411621	-31.538275
839.794922	-32.376560
845.178223	-29.245050
850.561523	-25.296864
855.944824	-25.425877
861.328125	-28.020395
866.711426	-30.358450
872.094727	-38.314419
877.478027	-36.196327
882.861328	-32.125645
888.244629	-30.628635
893.627930	-28.628384
899.011230	-28.693619
904.394531	-32.366516
909.777832	-40.768181
915.161133	-40.739941
920.544434	-36.869137
925.927734	-37.297264
931.311035	-42.384800
936.694336	-47.106354
942.077637	-39.638302
947.460938	-35.955498
952.844238	-34.998085
958.227539	-37.945610
963.610840	-43.086510
968.994141	-37.295708
974.377441	-30.513515
979.760742	-23.952820
985.144043	-19.481003
990.527344	-17.443470
995.910645	-18.208235
1001.293945	-21.253044
1006.677246	-25.784311
1012.060547	-32.622372
1017.443848	-42.807652
1022.827148	-48.934620
1028.210449	-45.872463
1033.593750	-42.884892
1038.977051	-42.689644
1044.360352	-45.396591
1049.743652	-50.400375
1055.126953	-56.838608
1060.510254	-57.323215
1065.893555	-53.608589
1071.276855	-48.109154
1076.660156	-44.933521
1082.043457	-43.666958
1087.426758	-44.173336
1092.810059	-43.251213
1098.193359	-41.436066
1103.576660	-38.834805
1108.959961	-38.017902
1114.343262	-39.877548
1119.726562	-44.521935
1125.109863	-52.708794
1130.493164	-47.346859
1135.876465	-42.521919
1141.259766	-40.063396
1146.643066	-37.852669
1152.026367	-36.482227
1157.409668	-35.860935
1162.792969	-36.282497
1168.176270	-38.088120
1173.559570	-40.630077
1178.942871	-43.568493
1184.326172	-39.281918
1189.709473	-34.451149
1195.092773	-32.560741
1200.476074	-31.753405
1205.859375	-31.281204
1211.242676	-31.181669
1216.625977	-32.141132
1222.009277	-31.677277
1227.392578	-29.800669
1232.775879	-31.629131
1238.159180	-35.217503
1243.542480	-35.613209
1248.925781	-36.677956
1254.309082	-39.201611
1259.692383	-44.526676
1265.075684	-49.305733
1270.458984	-47.431320
1275.842285	-51.456650
1281.225586	-43.838070
1286.608887	-39.497215
1291.992188	-39.546341
1297.375488	-40.844536
1302.758789	-43.053356
1308.142090	-43.832535
1313.525391	-40.167828
1318.908691	-37.013050
1324.291992	-35.205505
1329.675293	-34.336548
1335.058594	-34.108608
1340.441895	-34.468098
1345.825195	-35.479595
1351.208496	-36.848106
1356.591797	-37.979992
1361.975098	-37.723835
1367.358398	-36.662876
1372.741699	-36.641804
1378.125000	-37.184654
1383.508301	-38.197678
1388.891602	-39.658451
1394.274902	-40.820980
1399.658203	-41.647671
1405.041504	-42.744015
1410.424805	-44.459641
1415.808105	-45.537487
1421.191406	-45.543571
1426.574707	-45.417873
1431.958008	-44.827850
1437.341309	-44.654610
1442.724609	-45.996353
1448.107910	-47.966892
1453.491211	-48.214329
1458.874512	-44.733082
1464.257812	-40.765282
1469.641113	-38.407917
1475.024414	-36.888351
1480.407715	-35.888756
1485.791016	-34.997562
1491.174316	-34.449352
1496.557617	-34.153576
1501.940918	-33.873093
1507.324219	-33.471165
1512.707520	-33.582985
1518.090820	-34.226749
