Frequency (Hz)	Level (dB)
5.383301	-24.724426
10.766602	-22.230774
16.149902	-21.865469
21.533203	-22.429121
26.916504	-23.619421
32.299805	-25.688951
37.683105	-27.299595
43.066406	-28.417814
48.449707	-28.162779
53.833008	-28.912973
59.216309	-29.449984
64.599609	-29.692560
69.982910	-30.146137
75.366211	-30.781736
80.749512	-31.706139
86.132812	-32.959824
91.516113	-34.140324
96.899414	-34.955334
102.282715	-35.673046
107.666016	-37.225258
113.049316	-38.460075
118.432617	-39.711948
123.815918	-41.219929
129.199219	-42.028912
134.582520	-40.665726
139.965820	-38.410362
145.349121	-36.302383
150.732422	-35.475895
156.115723	-35.933136
161.499023	-37.359371
166.882324	-38.578434
172.265625	-38.329163
177.648926	-37.384216
183.032227	-35.011246
188.415527	-32.719944
193.798828	-30.742580
199.182129	-28.847525
204.565430	-28.011421
209.948730	-27.431467
215.332031	-26.761013
220.715332	-26.526583
226.098633	-26.519627
231.481934	-27.069073
236.865234	-27.743563
242.248535	-28.827581
247.631836	-31.021257
253.015137	-34.755043
258.398438	-38.861660
263.781738	-36.379025
269.165039	-33.936253
274.548340	-33.450924
279.931641	-33.097832
285.314941	-30.785700
290.698242	-29.187984
296.081543	-27.738548
301.464844	-27.339218
306.848145	-27.861702
312.231445	-27.276522
317.614746	-25.917801
322.998047	-24.428253
328.381348	-21.799753
333.764648	-19.375948
339.147949	-18.225590
344.531250	-19.062164
349.914551	-23.526682
355.297852	-32.085545
360.681152	-37.943481
366.064453	-37.417480
371.447754	-38.522598
376.831055	-35.719166
382.214355	-31.618879
387.597656	-29.657990
392.980957	-29.656778
398.364258	-30.079445
403.747559	-32.106884
409.130859	-32.513760
414.514160	-30.335592
419.897461	-28.800533
425.280762	-27.859613
430.664062	-27.957720
436.047363	-29.172894
441.430664	-32.386433
446.813965	-34.539665
452.197266	-35.896877
457.580566	-36.176197
462.963867	-34.551693
468.347168	-33.954906
473.730469	-33.998550
479.113770	-27.701405
484.497070	-24.440796
489.880371	-23.771378
495.263672	-21.612520
500.646973	-19.218271
506.030273	-17.847687
511.413574	-15.660884
516.796875	-16.305983
522.180176	-19.778509
527.563477	-26.934490
532.946777	-31.853437
538.330078	-26.492270
543.713379	-26.434635
549.096680	-31.119837
554.479980	-29.997824
559.863281	-27.527534
565.246582	-27.618395
570.629883	-31.932426
576.013184	-34.682789
581.396484	-31.974463
586.779785	-32.822342
592.163086	-31.813187
597.546387	-30.432137
602.929688	-30.885593
608.312988	-28.371038
613.696289	-27.111897
619.079590	-30.085321
624.462891	-29.110893
629.846191	-29.965590
635.229492	-31.741529
640.612793	-25.196613
645.996094	-22.343040
651.379395	-23.387859
656.762695	-24.302711
662.145996	-23.158722
667.529297	-22.572849
672.912598	-21.541231
678.295898	-22.433821
683.679199	-21.656185
689.062500	-22.729811
694.445801	-24.880604
699.829102	-26.952063
705.212402	-30.587866
710.595703	-33.893208
715.979004	-31.122494
721.362305	-28.818695
726.745605	-27.163128
732.128906	-28.089676
737.512207	-29.245203
742.895508	-33.384136
748.278809	-35.232620
753.662109	-31.535524
759.045410	-32.930584
764.428711	-34.795822
769.812012	-31.980202
775.195312	-31.495689
780.578613	-31.748728
785.961914	-30.860985
791.345215	-30.657211
796.728516	-30.321838
802.111816	-31.767109
807.495117	-35.455250
812.878418	-38.215618
818.261719	-34.722198
823.645020	-31.997402
829.028320	-31.675833
834.411621	-31.993834
839.794922	-32.773136
845.178223	-34.977032
850.561523	-37.143909
855.944824	-38.225773
861.328125	-37.513351
866.711426	-37.310863
872.094727	-38.981552
877.478027	-41.364105
882.861328	-43.690865
888.244629	-38.616882
893.627930	-34.929840
899.011230	-34.961655
904.394531	-35.531788
909.777832	-35.062183
915.161133	-33.188511
920.544434	-32.240387
925.927734	-32.924942
931.311035	-34.206665
936.694336	-37.037445
942.077637	-40.476711
947.460938	-34.643833
952.844238	-32.801807
958.227539	-34.630344
963.610840	-35.279663
968.994141	-35.870815
974.377441	-36.598846
979.760742	-36.542568
985.144043	-38.741226
990.527344	-40.797245
995.910645	-43.756577
1001.293945	-46.658897
1006.677246	-43.648891
1012.060547	-40.374428
1017.443848	-38.435326
1022.827148	-37.639206
1028.210449	-36.509995
1033.593750	-37.267696
1038.977051	-40.159256
1044.360352	-44.232082
1049.743652	-45.808201
1055.126953	-47.250694
1060.510254	-45.674240
1065.893555	-40.960270
1071.276855	-38.661945
1076.660156	-38.448338
1082.043457	-37.596195
1087.426758	-37.990490
1092.810059	-38.425499
1098.193359	-38.344368
1103.576660	-37.373280
1108.959961	-36.495239
1114.343262	-34.145733
1119.726562	-32.556522
1125.109863	-31.803841
1130.493164	-32.100197
1135.876465	-35.301022
1141.259766	-41.663933
1146.643066	-40.498531
1152.026367	-40.450245
1157.409668	-41.734573
1162.792969	-42.964787
1168.176270	-40.545822
1173.559570	-38.880833
1178.942871	-38.502327
1184.326172	-37.207085
