Frequency (Hz)	Level (dB)
5.383301	-25.058233
10.766602	-21.600418
16.149902	-20.286068
21.533203	-19.663290
26.916504	-19.332205
32.299805	-19.869444
37.683105	-20.009037
43.066406	-20.359705
48.449707	-21.000319
53.833008	-21.779800
59.216309	-22.662567
64.599609	-23.434799
69.982910	-24.484810
75.366211	-25.898939
80.749512	-27.903383
86.132812	-30.437860
91.516113	-34.030357
96.899414	-38.486778
102.282715	-44.670662
107.666016	-43.772449
113.049316	-40.419941
118.432617	-39.634109
123.815918	-41.573605
129.199219	-41.263004
134.582520	-36.633007
139.965820	-32.537148
145.349121	-31.382404
150.732422	-32.726368
156.115723	-34.877460
161.499023	-35.128864
166.882324	-32.439091
172.265625	-30.883673
177.648926	-30.260820
183.032227	-30.277498
188.415527	-31.948191
193.798828	-33.705482
199.182129	-36.365036
204.565430	-38.627487
209.948730	-37.552883
215.332031	-34.558449
220.715332	-32.555080
226.098633	-32.378929
231.481934	-32.416477
236.865234	-32.799622
242.248535	-33.710224
247.631836	-36.079475
253.015137	-37.073914
258.398438	-34.637360
263.781738	-34.203186
269.165039	-34.694061
274.548340	-32.389084
279.931641	-32.894108
285.314941	-40.379215
290.698242	-41.062641
296.081543	-37.136101
301.464844	-35.288929
306.848145	-37.726131
312.231445	-39.490593
317.614746	-38.743481
322.998047	-42.214424
328.381348	-50.661655
333.764648	-46.729961
339.147949	-45.984432
344.531250	-49.148384
349.914551	-47.917278
355.297852	-44.943020
360.681152	-41.523468
366.064453	-37.202957
371.447754	-35.948212
376.831055	-35.951164
382.214355	-34.871292
387.597656	-37.599583
392.980957	-38.266476
398.364258	-38.695251
403.747559	-44.038460
409.130859	-51.203255
414.514160	-46.945026
419.897461	-39.656166
425.280762	-34.647289
430.664062	-33.804451
436.047363	-35.606934
441.430664	-40.458931
446.813965	-39.757580
452.197266	-37.187992
457.580566	-34.308033
462.963867	-35.769722
468.347168	-39.033901
473.730469	-31.481352
479.113770	-29.390326
484.497070	-30.667721
489.880371	-32.556923
495.263672	-35.834301
500.646973	-41.658588
506.030273	-40.271839
511.413574	-35.912014
516.796875	-31.453096
522.180176	-28.938681
527.563477	-25.932470
532.946777	-26.322342
538.330078	-30.080290
543.713379	-36.201317
549.096680	-35.741798
554.479980	-32.800625
559.863281	-34.461967
565.246582	-36.911095
570.629883	-28.956253
576.013184	-26.853701
581.396484	-27.205158
586.779785	-29.713371
592.163086	-32.658840
597.546387	-32.500637
602.929688	-30.733185
608.312988	-32.215363
613.696289	-37.953503
619.079590	-34.752483
624.462891	-34.566326
629.846191	-36.254272
635.229492	-39.295219
640.612793	-43.728275
645.996094	-42.588638
651.379395	-41.870575
656.762695	-46.579712
662.145996	-51.315132
667.529297	-47.783123
672.912598	-42.998890
678.295898	-41.081783
683.679199	-38.663567
689.062500	-37.722763
694.445801	-39.510910
699.829102	-39.407318
705.212402	-39.741043
710.595703	-48.663105
715.979004	-51.151020
721.362305	-47.503063
726.745605	-44.592987
732.128906	-44.715973
737.512207	-42.076584
742.895508	-41.315483
748.278809	-41.681458
753.662109	-40.505074
759.045410	-42.794201
764.428711	-43.898129
769.812012	-45.473457
775.195312	-51.206207
780.578613	-40.469955
785.961914	-32.939194
791.345215	-30.915348
796.728516	-30.426088
802.111816	-31.339024
807.495117	-34.801456
812.878418	-39.499973
818.261719	-41.115414
823.645020	-43.448830
829.028320	-43.862011
834.411621	-43.216999
839.794922	-43.018982
845.178223	-42.895351
850.561523	-41.748180
855.944824	-40.269798
861.328125	-38.792538
866.711426	-37.968121
872.094727	-38.746307
877.478027	-39.597111
882.861328	-39.929417
888.244629	-40.415691
893.627930	-41.664101
899.011230	-41.323490
904.394531	-40.613068
909.777832	-42.512802
915.161133	-44.941620
920.544434	-45.770638
925.927734	-46.435188
931.311035	-52.381073
936.694336	-53.457924
942.077637	-57.344013
947.460938	-47.813198
952.844238	-45.172722
958.227539	-44.439671
963.610840	-41.526920
968.994141	-40.099537
974.377441	-35.826248
979.760742	-34.686924
985.144043	-37.932209
990.527344	-39.103340
995.910645	-39.339577
1001.293945	-39.963867
1006.677246	-42.925404
1012.060547	-46.478130
1017.443848	-42.431347
1022.827148	-41.354740
1028.210449	-43.483685
1033.593750	-45.941620
1038.977051	-48.055305
1044.360352	-43.579029
1049.743652	-42.213600
1055.126953	-43.059666
1060.510254	-42.179394
1065.893555	-41.935219
1071.276855	-45.800488
1076.660156	-45.335426
1082.043457	-44.100357
1087.426758	-45.760075
1092.810059	-44.146183
1098.193359	-41.107128
1103.576660	-42.147987
1108.959961	-50.379623
1114.343262	-51.320694
1119.726562	-45.488918
1125.109863	-44.568161
1130.493164	-46.614544
