Frequency (Hz)	Level (dB)
5.383301	-58.137436
10.766602	-53.320934
16.149902	-50.809757
21.533203	-49.088623
26.916504	-48.755970
32.299805	-48.202667
37.683105	-47.644691
43.066406	-46.253433
48.449707	-43.735603
53.833008	-45.302975
59.216309	-46.794640
64.599609	-46.396130
69.982910	-46.319351
75.366211	-47.168129
80.749512	-48.901951
86.132812	-49.086014
91.516113	-47.241482
96.899414	-44.235989
102.282715	-42.395844
107.666016	-41.786060
113.049316	-41.099834
118.432617	-41.235867
123.815918	-41.865475
129.199219	-41.943642
134.582520	-40.850170
139.965820	-38.539516
145.349121	-37.076527
150.732422	-36.344078
156.115723	-36.854462
161.499023	-38.102444
166.882324	-38.192776
172.265625	-37.970749
177.648926	-39.767742
183.032227	-43.435131
188.415527	-39.407841
193.798828	-36.798111
199.182129	-35.871929
204.565430	-36.239056
209.948730	-38.630184
215.332031	-39.168663
220.715332	-38.566250
226.098633	-38.464787
231.481934	-39.279476
236.865234	-40.387459
242.248535	-42.660271
247.631836	-49.793823
253.015137	-39.191601
258.398438	-33.378044
263.781738	-30.007504
269.165039	-28.094790
274.548340	-27.549568
279.931641	-28.525530
285.314941	-30.227268
290.698242	-31.932211
296.081543	-33.354721
301.464844	-33.507175
306.848145	-33.900547
312.231445	-35.004982
317.614746	-37.444004
322.998047	-39.799847
328.381348	-39.819813
333.764648	-38.433048
339.147949	-37.660015
344.531250	-38.033485
349.914551	-37.841633
355.297852	-37.960953
360.681152	-39.323910
366.064453	-38.859844
371.447754	-39.681850
376.831055	-44.140244
382.214355	-43.895126
387.597656	-37.495922
392.980957	-34.860050
398.364258	-33.594158
403.747559	-32.748196
409.130859	-32.219563
414.514160	-31.554821
419.897461	-31.441559
425.280762	-29.984865
430.664062	-27.028286
436.047363	-25.898121
441.430664	-27.199379
446.813965	-29.093098
452.197266	-30.627853
457.580566	-31.690651
462.963867	-34.550709
468.347168	-36.210411
473.730469	-32.895618
479.113770	-31.604118
484.497070	-32.956116
489.880371	-34.312897
495.263672	-33.180370
500.646973	-33.016380
506.030273	-35.023911
511.413574	-36.386627
516.796875	-36.958195
522.180176	-37.162537
527.563477	-37.839455
532.946777	-39.143341
538.330078	-38.300564
543.713379	-36.181561
549.096680	-36.440468
554.479980	-38.199780
559.863281	-40.138569
565.246582	-41.934113
570.629883	-41.644375
576.013184	-38.828259
581.396484	-36.721745
586.779785	-35.843651
592.163086	-36.985039
597.546387	-37.405254
602.929688	-38.153393
608.312988	-38.493721
