Frequency (Hz)	Level (dB)
5.383301	-33.819557
10.766602	-32.144005
16.149902	-32.262684
21.533203	-32.217865
26.916504	-32.851543
32.299805	-34.588566
37.683105	-34.216049
43.066406	-34.191200
48.449707	-36.303200
53.833008	-36.683537
59.216309	-36.705788
64.599609	-37.240879
69.982910	-37.756123
75.366211	-37.904129
80.749512	-37.379856
86.132812	-37.400585
91.516113	-37.293022
96.899414	-37.035400
102.282715	-37.712337
107.666016	-37.594879
113.049316	-38.691353
118.432617	-39.245140
123.815918	-41.145706
129.199219	-41.237541
134.582520	-41.235603
139.965820	-41.726250
145.349121	-44.487129
150.732422	-43.785038
156.115723	-44.016113
161.499023	-44.057892
166.882324	-42.995930
172.265625	-42.143814
177.648926	-43.262817
183.032227	-42.543358
188.415527	-42.006191
193.798828	-39.755089
199.182129	-42.381939
204.565430	-44.165352
209.948730	-43.073746
215.332031	-45.540058
220.715332	-45.440063
226.098633	-47.318554
231.481934	-48.511806
236.865234	-49.548420
242.248535	-52.399532
247.631836	-51.577633
253.015137	-47.891003
258.398438	-46.257057
263.781738	-47.970428
269.165039	-47.332134
274.548340	-52.368698
279.931641	-40.179775
285.314941	-42.145885
290.698242	-43.320316
296.081543	-44.674400
301.464844	-51.464092
306.848145	-45.980698
312.231445	-52.808407
317.614746	-47.962677
322.998047	-44.033875
328.381348	-44.217850
333.764648	-44.887085
339.147949	-40.093807
344.531250	-40.398979
349.914551	-45.206680
355.297852	-39.348156
360.681152	-34.523220
366.064453	-36.062996
371.447754	-36.259922
376.831055	-36.528385
382.214355	-38.866455
387.597656	-35.440502
392.980957	-37.800850
398.364258	-36.879272
403.747559	-33.260891
409.130859	-33.351776
414.514160	-36.256783
419.897461	-37.073586
425.280762	-34.038204
430.664062	-31.235144
436.047363	-31.360531
441.430664	-28.359184
446.813965	-26.007404
452.197266	-26.876328
457.580566	-26.437416
462.963867	-28.351561
468.347168	-35.955158
473.730469	-30.595596
479.113770	-29.265434
484.497070	-33.033962
489.880371	-33.837254
495.263672	-31.534882
500.646973	-34.544605
506.030273	-39.711555
511.413574	-44.903801
516.796875	-38.056335
522.180176	-33.719379
527.563477	-25.175945
532.946777	-22.678768
538.330078	-23.797565
543.713379	-22.305616
549.096680	-22.850441
554.479980	-25.099319
559.863281	-25.436134
565.246582	-27.654175
570.629883	-28.714512
576.013184	-32.280548
581.396484	-31.310188
586.779785	-30.761328
592.163086	-29.968452
597.546387	-33.534821
602.929688	-30.538595
608.312988	-36.525776
613.696289	-32.598560
619.079590	-32.356529
624.462891	-32.674751
629.846191	-30.324768
635.229492	-30.466822
640.612793	-29.591835
645.996094	-27.915682
651.379395	-28.055092
656.762695	-28.004644
662.145996	-28.124767
667.529297	-29.809204
672.912598	-30.426834
678.295898	-30.269335
683.679199	-31.745403
689.062500	-33.285881
694.445801	-34.106541
