Frequency (Hz)	Level (dB)
5.383301	-61.071228
10.766602	-58.233910
16.149902	-58.162304
21.533203	-54.218563
26.916504	-53.612328
32.299805	-55.622074
37.683105	-54.567417
43.066406	-52.856358
48.449707	-46.176891
53.833008	-48.914005
59.216309	-49.014248
64.599609	-49.558029
69.982910	-54.282299
75.366211	-56.033058
80.749512	-58.033745
86.132812	-63.182819
91.516113	-59.070068
96.899414	-53.111984
102.282715	-50.495213
107.666016	-52.656506
113.049316	-53.534008
118.432617	-55.131699
123.815918	-55.834526
129.199219	-54.389412
134.582520	-53.492916
139.965820	-54.066429
145.349121	-52.270817
150.732422	-50.841862
156.115723	-51.484253
161.499023	-51.764854
166.882324	-49.745819
172.265625	-48.075462
177.648926	-46.419712
183.032227	-45.944958
188.415527	-46.206085
193.798828	-47.259018
199.182129	-49.001404
204.565430	-48.671509
209.948730	-45.936283
215.332031	-43.859333
220.715332	-44.017612
226.098633	-44.201866
231.481934	-44.259995
236.865234	-45.406830
242.248535	-46.136265
247.631836	-45.792645
253.015137	-46.044346
258.398438	-45.740429
263.781738	-45.307362
269.165039	-45.108814
274.548340	-47.073769
279.931641	-45.980633
285.314941	-45.057068
290.698242	-43.860119
296.081543	-42.929680
301.464844	-42.312199
306.848145	-43.465023
312.231445	-44.892605
317.614746	-43.842026
322.998047	-44.572124
328.381348	-46.739719
333.764648	-42.916431
339.147949	-41.471996
344.531250	-44.681824
349.914551	-50.767170
355.297852	-43.676613
360.681152	-42.283855
366.064453	-42.040863
371.447754	-42.038956
376.831055	-45.286304
382.214355	-44.717979
387.597656	-43.288303
392.980957	-44.812981
398.364258	-50.904503
403.747559	-56.330971
409.130859	-56.304893
414.514160	-49.957355
419.897461	-44.015049
425.280762	-43.388264
430.664062	-47.275848
436.047363	-52.336979
441.430664	-56.282841
446.813965	-49.421711
452.197266	-43.233143
457.580566	-40.031525
462.963867	-38.525978
468.347168	-38.713821
473.730469	-38.021332
479.113770	-38.610161
484.497070	-42.753204
489.880371	-39.428200
495.263672	-36.060337
500.646973	-33.813015
506.030273	-31.939816
511.413574	-30.255587
516.796875	-28.257675
522.180176	-25.297421
527.563477	-21.898930
532.946777	-20.200220
538.330078	-22.499378
543.713379	-27.578968
549.096680	-31.402458
554.479980	-33.631241
559.863281	-34.688095
565.246582	-34.494850
570.629883	-35.401287
576.013184	-37.746655
581.396484	-44.108212
586.779785	-50.930557
592.163086	-44.200340
597.546387	-36.494598
602.929688	-30.377569
608.312988	-29.025324
613.696289	-30.404663
619.079590	-31.567940
624.462891	-32.768673
629.846191	-31.749193
635.229492	-31.191692
640.612793	-31.962221
645.996094	-32.159649
651.379395	-32.057381
656.762695	-31.546352
662.145996	-31.646526
667.529297	-31.870184
672.912598	-31.240620
678.295898	-31.266489
683.679199	-31.163275
689.062500	-30.178448
694.445801	-29.798994
699.829102	-30.473795
705.212402	-30.868242
710.595703	-30.478420
715.979004	-29.850037
721.362305	-30.412703
726.745605	-31.397915
732.128906	-32.788040
737.512207	-34.481361
742.895508	-35.144115
748.278809	-37.417007
753.662109	-42.676891
759.045410	-51.940563
764.428711	-43.914856
769.812012	-37.536816
775.195312	-34.816830
780.578613	-31.823223
785.961914	-27.853861
791.345215	-27.140793
796.728516	-31.028692
802.111816	-42.418663
807.495117	-39.613483
812.878418	-34.303837
818.261719	-32.772850
823.645020	-31.479118
829.028320	-30.560963
834.411621	-31.630913
839.794922	-34.730362
845.178223	-39.372009
850.561523	-41.402611
855.944824	-43.423618
861.328125	-45.774067
866.711426	-46.980804
872.094727	-49.439625
877.478027	-49.143761
882.861328	-42.637497
888.244629	-36.409115
893.627930	-31.760756
899.011230	-29.798059
904.394531	-31.261217
909.777832	-35.563499
915.161133	-37.524040
920.544434	-37.326466
925.927734	-38.596775
931.311035	-40.060040
936.694336	-40.555405
942.077637	-41.824554
947.460938	-42.825996
952.844238	-47.100819
958.227539	-55.398369
963.610840	-43.769592
968.994141	-35.917057
974.377441	-32.896481
979.760742	-33.513126
985.144043	-39.032288
990.527344	-42.091965
995.910645	-41.155441
1001.293945	-41.880852
1006.677246	-43.104763
1012.060547	-44.468830
1017.443848	-47.107323
1022.827148	-49.957653
1028.210449	-49.396858
1033.593750	-47.305595
1038.977051	-49.215813
1044.360352	-52.575493
1049.743652	-54.118816
1055.126953	-54.588032
1060.510254	-50.390892
1065.893555	-43.816273
1071.276855	-41.297733
1076.660156	-39.977936
1082.043457	-38.080898
1087.426758	-39.656746
1092.810059	-43.653152
1098.193359	-46.710220
1103.576660	-46.265003
1108.959961	-41.639309
1114.343262	-38.799297
1119.726562	-40.147102
1125.109863	-42.666534
1130.493164	-44.954754
1135.876465	-49.361610
1141.259766	-59.874477
1146.643066	-54.443981
1152.026367	-52.507355
1157.409668	-52.018589
1162.792969	-52.688446
1168.176270	-51.666595
1173.559570	-50.521511
1178.942871	-50.155388
1184.326172	-48.337330
1189.709473	-48.620617
1195.092773	-51.563519
1200.476074	-48.541958
1205.859375	-46.152016
1211.242676	-45.652546
1216.625977	-43.194614
1222.009277	-41.072655
1227.392578	-41.695522
1232.775879	-44.974869
1238.159180	-46.263180
1243.542480	-48.100597
1248.925781	-54.203533
1254.309082	-57.913055
1259.692383	-54.936188
1265.075684	-55.195232
1270.458984	-54.236668
1275.842285	-56.378613
1281.225586	-56.171898
1286.608887	-51.147491
1291.992188	-52.831348
1297.375488	-61.777309
1302.758789	-58.495346
1308.142090	-55.799656
1313.525391	-54.662457
1318.908691	-52.911266
1324.291992	-54.330635
1329.675293	-56.262505
1335.058594	-56.638885
1340.441895	-53.982334
1345.825195	-57.075359
1351.208496	-58.100754
1356.591797	-50.047729
1361.975098	-47.923637
1367.358398	-47.127357
